symbol,Name,Sector,Industry,MarketCap,SicCode,SicDescription,SubIndustry
LVTX,,Industrials,,,,,Other
LWAC,LightWave Acquisition Corp. Class A Ordinary Shares,Industrials,BLANK CHECKS,303156000.0,6770.0,BLANK CHECKS,Banks
LWAY,Lifeway Foods Inc,Consumer Staples,DAIRY PRODUCTS,372190967.72,2020.0,DAIRY PRODUCTS,Other
LWLG,"Lightwave Logic, Inc. Common Stock",Materials,MISCELLANEOUS PLASTICS PRODUCTS,578634903.91,3080.0,MISCELLANEOUS PLASTICS PRODUCTS,Other
LX,LexinFintech Holdings Ltd. American Depositary Shares,Industrials,,555269553.3,,,Other
LXEH,"Lixiang Education Holding Co., Ltd. American Depositary Shares",Industrials,,6877001.196,,,Other
LXEO,"Lexeo Therapeutics, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",702867959.0100001,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
LXP,LXP Industrial Trust,Financials,REAL ESTATE INVESTMENT TRUSTS,2876303043.9,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,519660369.8,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
LYB,LyondellBasell Industries N.V. Class A,Materials,INDUSTRIAL ORGANIC CHEMICALS,15585088916.88,2860.0,INDUSTRIAL ORGANIC CHEMICALS,Other
LYEL,"Lyell Immunopharma, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,517936676.97,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
LYFT,"Lyft, Inc. Class A Common Stock",Industrials,"SERVICES-BUSINESS SERVICES, NEC",8050964503.68,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other
LYG,Lloyds Banking Group PLC,Industrials,,73234171934.70001,,,Other
LYRA,"Lyra Therapeutics, Inc. Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,6212087.0,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
LYTS,LSI Industries Inc,Industrials,ELECTRIC LIGHTING & WIRING EQUIPMENT,568997983.8000001,3640.0,ELECTRIC LIGHTING & WIRING EQUIPMENT,Other
LYV,Live Nation Entertainment Inc.,Consumer Discretionary,SERVICES-AMUSEMENT & RECREATION SERVICES,30431021819.35,7900.0,SERVICES-AMUSEMENT & RECREATION SERVICES,Other
LZ,"LegalZoom.com, Inc. Common Stock",Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,1650386101.98,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other
LZB,La-Z-Boy Incorporated,Consumer Discretionary,HOUSEHOLD FURNITURE,1630159294.4,2510.0,HOUSEHOLD FURNITURE,Other
LZM,Lifezone Metals Limited,Industrials,,314191132.5,,,Other
LZMH,LZ Technology Holdings Limited Class B Ordinary Shares,Industrials,,456210000.0,,,Other
M,Macy's Inc.,Consumer Discretionary,RETAIL-DEPARTMENT STORES,6022583994.93,5311.0,RETAIL-DEPARTMENT STORES,Other
MA,Mastercard Incorporated,Industrials,"SERVICES-BUSINESS SERVICES, NEC",489344877450.64,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other
MAA,"Mid-America Apartment Communities, Inc.",Financials,REAL ESTATE INVESTMENT TRUSTS,15865746858.419998,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
MAAS,Maase Inc. Class A Ordinary Shares,Industrials,,1215011741.28,,,Other
MAC,The Macerich Company,Financials,REAL ESTATE INVESTMENT TRUSTS,4415475768.16,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
MACI,Melar Acquisition Corp. I Class A Ordinary Shares,Industrials,BLANK CHECKS,228540544.54,6770.0,BLANK CHECKS,Banks
MAGH,Magnitude International Ltd Ordinary Shares,Industrials,,174754000.0,,,Other
MAGN,Magnera Corporation,Materials,PAPER MILLS,490568000.0,2621.0,PAPER MILLS,Other
MAIA,"MAIA Biotechnology, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,39254245.42,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MAIN,Main Street Capital Corporation,Industrials,,5168305355.67,,,Other
MAMA,"Mama's Creations, Inc. Common Stock",Consumer Staples,SAUSAGES & OTHER PREPARED MEAT PRODUCTS,462089345.48,2013.0,SAUSAGES & OTHER PREPARED MEAT PRODUCTS,Other
MAMO,Massimo Group Common Stock,Industrials,MISCELLANEOUS TRANSPORTATION EQUIPMENT,172393533.0,3790.0,MISCELLANEOUS TRANSPORTATION EQUIPMENT,Other
MAN,ManpowerGroup,Industrials,SERVICES-HELP SUPPLY SERVICES,1318080714.6,7363.0,SERVICES-HELP SUPPLY SERVICES,Other
MANH,Manhattan Associates Inc,Information Technology,SERVICES-PREPACKAGED SOFTWARE,10608464384.35,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
MAPS,"WM Technology, Inc. Class A Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,90849385.986,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
MARA,"MARA Holdings, Inc. Common Stock",Financials,FINANCE SERVICES,4201628161.83,6199.0,FINANCE SERVICES,Other
MARPS,Marine Petroleum Trust,Energy,OIL ROYALTY TRADERS,8400000.0,6792.0,OIL ROYALTY TRADERS,Other
MAS,Masco Corporation,Industrials,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES",13379751904.82,3430.0,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES",Other
MASI,Masimo Corporation,Health Care,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,7732660098.04,3845.0,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,Other
MASK,3 E Network Technology Group Ltd Class A Ordinary Shares,Industrials,,6906039.0593,,,Other
MASS,908 Devices Inc. Common Stock,Industrials,"MEASURING & CONTROLLING DEVICES, NEC",231996988.98,3829.0,"MEASURING & CONTROLLING DEVICES, NEC",Other
MAT,"Mattel, Inc.",Industrials,DOLLS & STUFFED TOYS,6601894113.599999,3942.0,DOLLS & STUFFED TOYS,Other
MATH,Metalpha Technology Holding Limited Ordinary Shares,Industrials,,114545275.9,,,Other
MATV,"Mativ Holdings, Inc.",Materials,PAPER MILLS,694450147.8,2621.0,PAPER MILLS,Other
MATX,"Matsons, Inc.",Utilities,WATER TRANSPORTATION,3402989019.9,4400.0,WATER TRANSPORTATION,Other
MAX,"MediaAlpha, Inc.",Industrials,"SERVICES-BUSINESS SERVICES, NEC",725074305.75,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other
MAXN,"Maxeon Solar Technologies, Ltd. Ordinary Shares",Industrials,,50459624.8,,,Other
MAYA,,Industrials,,,,,Other
MAYS,Mays (J.W.) Inc,Industrials,OPERATORS OF NONRESIDENTIAL BUILDINGS,77365636.4,6512.0,OPERATORS OF NONRESIDENTIAL BUILDINGS,Other
MAZE,"Maze Therapeutics, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1828538872.0,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
MB,MasterBeef Group Ordinary Shares,Industrials,,108630000.0,,,Other
MBAV,M3-Brigade Acquisition V Corp. Class A Ordinary shares,Industrials,BLANK CHECKS,380808125.0,6770.0,BLANK CHECKS,Banks
MBBC,"Marathon Bancorp, Inc. Common Stock",Financials,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",33500268.0,6036.0,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",Other
MBC,"MasterBrand, Inc.",Consumer Discretionary,"WOOD HOUSEHOLD FURNITURE, (NO UPHOLSTERED)",1412322192.94,2511.0,"WOOD HOUSEHOLD FURNITURE, (NO UPHOLSTERED)",Other
MBCN,Middlefield Banc Corp.,Financials,STATE COMMERCIAL BANKS,280857550.78,6022.0,STATE COMMERCIAL BANKS,Banks
MBI,MBIA Inc.,Financials,SURETY INSURANCE,380721940.04,6351.0,SURETY INSURANCE,Other
MBIN,Merchants Bancorp Common Stock,Financials,STATE COMMERCIAL BANKS,1506084791.16,6022.0,STATE COMMERCIAL BANKS,Banks
MBINL,"Merchants Bancorp Depositary Shares, Each Representing a 1/40thInterest in a Share of 7.25% Fixed Rate Series E Non-CumulativePerpetual Preferred Stock, without par value",Financials,STATE COMMERCIAL BANKS,,6022.0,STATE COMMERCIAL BANKS,Banks
MBINM,"Merchants Bancorp Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock",Financials,STATE COMMERCIAL BANKS,,6022.0,STATE COMMERCIAL BANKS,Banks
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,Financials,STATE COMMERCIAL BANKS,,6022.0,STATE COMMERCIAL BANKS,Banks
MBIO,"Mustang Bio, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,9050866.64,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MBLY,Mobileye Global Inc. Class A Common Stock,Information Technology,SERVICES-PREPACKAGED SOFTWARE,9309574022.32,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
MBNKO,"Medallion Bank Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series G, par value $1.00 per share",Industrials,,,,,Other
MBOT,"Microbot Medical, Inc. Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,153791920.76,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
MBRX,"Moleculin Biotech, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,14254933.28,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MBVI,M3-Brigade Acquisition VI Corp. Class A Ordinary Shares,Industrials,BLANK CHECKS,433406250.00000006,6770.0,BLANK CHECKS,Banks
MBWM,Mercantile Bank Corp,Financials,STATE COMMERCIAL BANKS,755302189.68,6022.0,STATE COMMERCIAL BANKS,Banks
MBX,"MBX Biosciences, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,1518595853.64,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MC,MOELIS & COMPANY,Financials,INVESTMENT ADVICE,4754417567.25,6282.0,INVESTMENT ADVICE,Asset Management & Custody
MCB,"Metropolitan Bank Holding Corp. Common Stock, $0.01 par value per share",Financials,STATE COMMERCIAL BANKS,773173990.16,6022.0,STATE COMMERCIAL BANKS,Banks
MCBS,METROCITY BANKSHARES INC,Financials,STATE COMMERCIAL BANKS,679314422.26,6022.0,STATE COMMERCIAL BANKS,Banks
MCD,McDonald's Corporation,Consumer Discretionary,RETAIL-EATING PLACES,222477018940.0,5812.0,RETAIL-EATING PLACES,Other
MCFT,"MasterCraft Boat Holdings, Inc. Common Stock",Industrials,SHIP & BOAT BUILDING & REPAIRING,305089186.54,3730.0,SHIP & BOAT BUILDING & REPAIRING,Other
MCGA,Yorkville Acquisition Corp. Class A Ordinary Share,Industrials,BLANK CHECKS,238878062.50000003,6770.0,BLANK CHECKS,Banks
MCHB,Mechanics Bancorp Class A Common Stock,Financials,STATE COMMERCIAL BANKS,3393417391.0,6022.0,STATE COMMERCIAL BANKS,Banks
MCHP,Microchip Technology Inc,Information Technology,SEMICONDUCTORS & RELATED DEVICES,28411290063.38,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
MCHPP,Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,Information Technology,SEMICONDUCTORS & RELATED DEVICES,,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
MCHX,"Marchex, Inc. Class B",Industrials,"SERVICES-BUSINESS SERVICES, NEC",69810954.99000001,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other
MCI,Barings Corporate Investors,Industrials,,429712842.35,,,Other
MCK,McKesson Corporation,Industrials,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",109073364871.5,5122.0,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",Pharmaceuticals
MCN,XAI Madison Equity Premium Income Fund,Industrials,,125010994.24,,,Other
MCO,Moody's Corporation,Financials,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",86903992000.0,7320.0,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",Other
MCRB,"Seres Therapeutics, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,152614775.53,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MCRI,Monarch Casino & Resort Inc,Consumer Discretionary,HOTELS & MOTELS,1769548215.36,7011.0,HOTELS & MOTELS,Other
MCRP,Micropolis Holding Company,Industrials,,46750518.98,,,Other
MCS,The Marcus Corporation,Communication Services,SERVICES-MOTION PICTURE THEATERS,484355916.35,7830.0,SERVICES-MOTION PICTURE THEATERS,Other
MCY,Mercury General Corp.,Financials,"FIRE, MARINE & CASUALTY INSURANCE",5171082216.72,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other
MD,"Pediatrix Medical Group, Inc.",Health Care,SERVICES-HOSPITALS,2099702087.7,8060.0,SERVICES-HOSPITALS,Health Care Providers & Services
MDAI,"Spectral AI, Inc. Class A Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,48795343.05,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
MDB,"MongoDB, Inc. Class A",Information Technology,SERVICES-PREPACKAGED SOFTWARE,26544313479.11,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
MDBH,"MDB Capital Holdings, LLC Class A common",Financials,FINANCE SERVICES,34572735.120000005,6199.0,FINANCE SERVICES,Other
MDCX,Medicus Pharma Ltd. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,45159745.2,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MDGL,"Madrigal Pharmaceuticals, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,13650244762.599998,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MDIA,Mediaco Holding Inc. Class A Common Stock,Communication Services,RADIO BROADCASTING STATIONS,77346817.38,4832.0,RADIO BROADCASTING STATIONS,Other
MDLZ,"Mondelez International, Inc. Class A",Consumer Staples,FOOD AND KINDRED PRODUCTS,73821409327.32,2000.0,FOOD AND KINDRED PRODUCTS,Other
MDT,Medtronic plc,Health Care,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,134637132124.16,3845.0,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,Other
MDV,"Modiv Industrial, Inc.",Financials,REAL ESTATE INVESTMENT TRUSTS,151967205.63,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
MDWD,MediWound Ltd.,Industrials,,230657579.67,,,Other
MDXG,"MiMedx Group, Inc",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1018942853.92,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
MDXH,MDxHealth SA Ordinary Shares,Industrials,,181655215.78,,,Other
MEC,"Mayville Engineering Company, Inc.",Materials,METAL FORGINGS & STAMPINGS,342770901.90000004,3460.0,METAL FORGINGS & STAMPINGS,Other
MED,"Medifast, Inc.",Consumer Staples,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,120574264.81,2090.0,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,Other
MEDP,"Medpace Holdings, Inc. Common Stock",Health Care,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,17086844071.8,8731.0,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,Biotechnology
MEG,"Montrose Environmental Group, Inc.",Industrials,SERVICES-MANAGEMENT CONSULTING SERVICES,906411158.55,8742.0,SERVICES-MANAGEMENT CONSULTING SERVICES,Other
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund,Industrials,,744279736.2,,,Other
MEGL,Magic Empire Global Limited Class A Ordinary Shares,Industrials,,6438433.170000001,,,Other
MEHA,"Functional Brands, Inc. Common Stock",Industrials,,2928959.884,,,Other
MEI,Methode Electronics,Information Technology,ELECTRONIC CONNECTORS,261663365.06,3678.0,ELECTRONIC CONNECTORS,Other
MELI,"Mercado Libre, Inc",Industrials,"SERVICES-BUSINESS SERVICES, NEC",103083594104.24,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other
MENS,Jyong Biotech Ltd. Ordinary Shares,Industrials,,2281590286.67,,,Other
MEOH,Methanex Corp,Industrials,,2683681344.0,,,Other
MERC,Mercer International Inc,Industrials,PULP MILLS,119898685.74,2611.0,PULP MILLS,Other
MESA,,Industrials,,,,,Other
MESO,Mesoblast Limited American Depositary Shares,Industrials,,2228457747.6,,,Other
MET,"MetLife, Inc.",Financials,LIFE INSURANCE,50293200102.48,6311.0,LIFE INSURANCE,Other
META,"Meta Platforms, Inc. Class A Common Stock",Information Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",1597031490735.17,7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",Software
METC,"Ramaco Resources, Inc. Class A Common Stock",Energy,BITUMINOUS COAL & LIGNITE MINING,1032940157.9,1220.0,BITUMINOUS COAL & LIGNITE MINING,Other
METCB,"Ramaco Resources, Inc. Class B Common Stock",Energy,BITUMINOUS COAL & LIGNITE MINING,817111767.08,1220.0,BITUMINOUS COAL & LIGNITE MINING,Other
METCI,"Ramaco Resources, Inc. 8.250% Senior Notes due 2030",Energy,BITUMINOUS COAL & LIGNITE MINING,,1220.0,BITUMINOUS COAL & LIGNITE MINING,Other
METCZ,"Ramaco Resources, Inc. 8.375% Senior Notes due 2029",Energy,BITUMINOUS COAL & LIGNITE MINING,,1220.0,BITUMINOUS COAL & LIGNITE MINING,Other
MFA,"MFA Financial, Inc",Financials,REAL ESTATE INVESTMENT TRUSTS,984144619.89,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
MFAN,MFA Financial Inc,Financials,REAL ESTATE INVESTMENT TRUSTS,,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
MFAO,"MFA Financial, Inc. 9.000% Senior Notes due 2029",Financials,REAL ESTATE INVESTMENT TRUSTS,,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
MFC,Manulife Financial Corp.,Industrials,,58536440042.4,,,Other
MFG,"Mizuho Financial Group, Inc. American Depositary Shares (Each representing one-fifth of an Ordinary Share)",Industrials,,88111292773.8,,,Other
MFI,mF International Limited Class A Ordinary Shares,Industrials,,33957409.5,,,Other
MFIC,MidCap Financial Investment Corporation Common Stock,Industrials,,1129906862.4199998,,,Other
MFICL,MidCap Financial Investment Corporation 8.00% Notes due 2028,Industrials,,,,,Other
MFIN,Medallion Financial Corp,Financials,FINANCE SERVICES,232095966.95,6199.0,FINANCE SERVICES,Other
MFM,MFS Municipal Income Trust Shares of Beneficial Interest,Industrials,,219118196.92,,,Other
MG,Mistras Group Inc.,Industrials,SERVICES-ENGINEERING SERVICES,374161094.58,8711.0,SERVICES-ENGINEERING SERVICES,Other
MGA,Magna International,Industrials,,13760990169.31,,,Other
MGEE,MGE Energy Inc,Energy,"ELECTRIC, GAS & SANITARY SERVICES",3022376330.79,4900.0,"ELECTRIC, GAS & SANITARY SERVICES",Other
MGF,MFS Government Markets Income Trust Common Shares of Beneficial Interest,Industrials,,101029598.3,,,Other
MGIC,Magic Software Enterprises Ltd,Industrials,,1113081244.35,,,Other
MGIH,Millennium Group International Holdings Limited Ordinary Shares,Industrials,,14962500.0,,,Other
MGLD,"The Marygold Companies, Inc.",Financials,FINANCE SERVICES,43945401.54,6199.0,FINANCE SERVICES,Other
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,HOTELS & MOTELS,9512553983.2,7011.0,HOTELS & MOTELS,Other
MGN,Megan Holdings Limited Ordinary Shares,Industrials,,33798375.0,,,Other
MGNI,"Magnite, Inc. Common Stock",Information Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",2108032477.575,7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",Software
MGNX,"MacroGenics, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,93622627.36,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MGPI,MGP Ingredients Inc,Consumer Staples,"WHOLESALE-BEER, WINE & DISTILLED ALCOHOLIC BEVERAGES",487213927.2,5180.0,"WHOLESALE-BEER, WINE & DISTILLED ALCOHOLIC BEVERAGES",Other
MGRB,"Affiliated Managers Group, Inc. 4.750% Junior Subordinated Notes due 2060",Financials,INVESTMENT ADVICE,,6282.0,INVESTMENT ADVICE,Asset Management & Custody
MGRC,Mcgrath Rentcorp,Industrials,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",2556658929.16,7359.0,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",Other
MGRD,"Affiliated Managers Group, Inc. 4.200% Junior Subordinated Notes due 2061",Financials,INVESTMENT ADVICE,,6282.0,INVESTMENT ADVICE,Asset Management & Custody
MGRE,"Affiliated Managers Group, Inc. 6.750% Junior Subordinated Notes due 2064",Financials,INVESTMENT ADVICE,,6282.0,INVESTMENT ADVICE,Asset Management & Custody
MGRT,Mega Fortune Company Limited Ordinary Shares,Industrials,,88275000.0,,,Other
MGRX,"Mangoceuticals, Inc. Common Stock",Health Care,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",14880029.9,8090.0,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",Other
MGTX,MeiraGTx Holdings plc Ordinary Shares,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",660025289.8,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
MGX,"Metagenomi, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",63454009.19,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,Energy,CRUDE PETROLEUM & NATURAL GAS,4199687742.2,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other
MH,"McGraw Hill, Inc.",Communication Services,MISCELLANEOUS PUBLISHING,3271856020.47,2741.0,MISCELLANEOUS PUBLISHING,Other
MHD,"Blackrock Muniholdings Fund, Inc.",Industrials,,605364161.76,,,Other
MHF,"Western Asset Municipal High Income Fund, Inc",Industrials,,150527593.70000002,,,Other
MHH,"Mastech Digital, Inc.",Industrials,SERVICES-MANAGEMENT CONSULTING SERVICES,92174968.28,8742.0,SERVICES-MANAGEMENT CONSULTING SERVICES,Other
MHK,"Mohawk Industries, Inc.",Industrials,CARPETS & RUGS,7140367311.0,2273.0,CARPETS & RUGS,Other
MHLA,"Maiden Holdings, Ltd.",Financials,"FIRE, MARINE & CASUALTY INSURANCE",,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other
MHN,"BLACKROCK MUNIHOLDINGS NEW YORK QUALITY FUND, INC",Industrials,,311791277.47,,,Other
MHNC,"MAIDEN HOLDINGS NORTH AMERICA, LTD",Financials,"FIRE, MARINE & CASUALTY INSURANCE",,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other
MHO,"M/I Homes, Inc.",Industrials,OPERATIVE BUILDERS,3649285916.04,1531.0,OPERATIVE BUILDERS,Other
MHUA,"Meihua International Medical Technologies Co., Ltd. Ordinary Shares",Industrials,,651846096.88,,,Other
MI,NFT Limited,Industrials,,55913391.05,,,Other
MIAX,"Miami International Holdings, Inc.",Industrials,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",3734610475.8,6211.0,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",Other
MIDD,Middleby Corp,Industrials,REFRIGERATION & SERVICE INDUSTRY MACHINERY,5927688700.0,3580.0,REFRIGERATION & SERVICE INDUSTRY MACHINERY,Other
MIGI,Mawson Infrastructure Group Inc. Common Stock,Financials,FINANCE SERVICES,5876351.26,6199.0,FINANCE SERVICES,Other
MIMI,Mint Incorporation Limited Class A Ordinary Shares,Industrials,,12981487.5,,,Other
MIN,MFS Intermediate Income Trust,Industrials,,302703313.08000004,,,Other
MIND,"MIND Technology, Inc. Common Stock (DE)",Industrials,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",70768458.48,3812.0,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",Other
MIRA,"MIRA Pharmaceuticals, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,61557847.89,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MIRM,"Mirum Pharmaceuticals, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,3758412066.62,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MIST,Milestone Pharmaceuticals Inc. Common Shares,Health Care,PHARMACEUTICAL PREPARATIONS,222291987.84,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MITK,"Mitek Systems, Inc.",Information Technology,"COMPUTER PERIPHERAL EQUIPMENT, NEC",402150501.69,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",Other
MITN,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",Financials,REAL ESTATE INVESTMENT TRUSTS,,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
MITP,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",Financials,REAL ESTATE INVESTMENT TRUSTS,,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
MITQ,"Moving iMage Technologies, Inc.",Industrials,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,7646635.827599999,3861.0,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,Other
MITT,"AG MORTGAGE INVESTMENT TRUST, INC.",Financials,REAL ESTATE INVESTMENT TRUSTS,258717259.35,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
MIY,"BLACKROCK MUNIYIELD MICHIGAN QUALITY FUND, INC. i",Industrials,,337439337.5,,,Other
MKC,"McCormick & Company, Incorporated Non-VTG CS",Consumer Staples,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,18061681850.7,2090.0,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,Other
MKL,Markel Group Inc.,Financials,"FIRE, MARINE & CASUALTY INSURANCE",26258954087.5,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other
MKLY,McKinley Acquisition Corporation Class A Ordinary Shares,Industrials,BLANK CHECKS,242601036.91000003,6770.0,BLANK CHECKS,Banks
MKSI,MKS Inc. Common Stock,Industrials,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",10211103437.48,3823.0,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",Other
MKTX,MarketAxess Holdings Inc.,Industrials,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6103561613.599999,6211.0,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",Other
