symbol,Name,Sector,Industry,MarketCap,SicCode,SicDescription,SubIndustry,market_cap_cache
SPCB,"SuperCom, Ltd",Industrials,,43743946.04,,,Other,43369265.56
CNTY,Century Casinos Inc,Consumer Discretionary,HOTELS & MOTELS,42400880.64,7011.0,HOTELS & MOTELS,Other,43284232.32
NDLS,Noodles & Company Class A,Consumer Discretionary,RETAIL-EATING PLACES,34136177.5196,5812.0,RETAIL-EATING PLACES,Other,43271276.8202
PHUN,"Phunware, Inc. Common Stock",Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,42797131.120000005,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other,43200877.64
HGBL,HERITAGE GLOBAL INC,Industrials,"SERVICES-BUSINESS SERVICES, NEC",46206265.49,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,43079525.72
LTRN,Lantern Pharma Inc. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,42500807.4,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,43060028.550000004
TAOX,Tao Synergies Inc. Common Stock,Financials,FINANCE SERVICES,53252972.64,6199.0,FINANCE SERVICES,Other,42916050.239999995
INDO,Indonesia Energy Corporation Limited,Industrials,,40466179.8,,,Other,42864175.64
QTTB,Q32 Bio Inc. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,25346965.12,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,42573057.92
QETA,Quetta Acquisition Corporation Common Stock,Industrials,BLANK CHECKS,,6770.0,BLANK CHECKS,Banks,42536939.8
BRIA,BrilliA Inc,Industrials,,45000000.0,,,Other,42500000.0
GNTA,Genenta Science S.p.A. American Depositary Shares,Industrials,,45458435.02,,,Other,42412251.230000004
EPSM,Epsium Enterprise Limited Class A Ordinary Shares,Industrials,,51602050.56,,,Other,42329807.1
TOP,TOP Financial Group Limited Class A Ordinary Shares,Industrials,,40219002.425,,,Other,42053878.572500005
WYHG,Wing Yip Food Holdings Group Limited American Depositary Shares,Industrials,,42373608.2832,,,Other,41981027.0448
UEIC,Universal Electronics Inc,Industrials,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,44375471.92,3651.0,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,Other,41969572.84
HERZ,"Herzfeld Credit Income Fund, Inc. Common Stock",Industrials,,41121840.64,,,Other,41925001.589999996
RAVE,"Rave Restaurant Group, Inc.",Industrials,WHOLESALE-GROCERIES & RELATED PRODUCTS,43345276.3,5140.0,WHOLESALE-GROCERIES & RELATED PRODUCTS,Other,41782004.04
BNKK,"Bonk, Inc. Common Stock",Energy,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",30356086.695,2844.0,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",Other,41732163.675000004
JG,Aurora Mobile Limited American Depositary Shares,Industrials,,39364976.19,,,Other,41694618.18
MGLD,"The Marygold Companies, Inc.",Financials,FINANCE SERVICES,43945401.54,6199.0,FINANCE SERVICES,Other,41636113.7728
CUE,"Cue Biopharma, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,49274075.1888,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,41597145.9288
MYO,Myomo Inc.,Health Care,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",33185231.4216,3842.0,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",Other,41510365.92
VNCE,Vince Holding Corp. Common Stock,Consumer Discretionary,RETAIL-APPAREL & ACCESSORY STORES,32161999.04,5600.0,RETAIL-APPAREL & ACCESSORY STORES,Other,41499353.6
SIF,"SIFCO Industries, Inc.",Industrials,AIRCRAFT ENGINES & ENGINE PARTS,38132993.96,3724.0,AIRCRAFT ENGINES & ENGINE PARTS,Other,41099580.2
GLTO,"Galecto, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,27693940.19,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,40975565.33
WAVE,Eco Wave Power Global AB (publ) American Depositary Shares,Industrials,,40884879.546,,,Other,40628401.83
BRLS,Borealis Foods Inc. Class A Common Shares,Consumer Staples,FOOD AND KINDRED PRODUCTS,39170533.45,2000.0,FOOD AND KINDRED PRODUCTS,Other,40567794.6706
DXST,Decent Holding Inc Class A Ordinary Shares,Industrials,,47629166.13,,,Other,40529166.21
BCG,"Binah Capital Group, Inc. Common Stock",Financials,FINANCE SERVICES,49641355.400000006,6199.0,FINANCE SERVICES,Other,40510002.4
GRF,"Eagle Capital Growth Fund, Inc.",Industrials,,39281576.4,,,Other,40471927.199999996
BIRD,"Allbirds, Inc. Class A Common Stock",Consumer Discretionary,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,41065460.0,2300.0,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,Other,40408412.64
ICMB,"Investcorp Credit Management BDC, Inc. Common Stock",Industrials,,42249902.66,,,Other,40288815.028
BAYA,Bayview Acquisition Corp Class A Ordinary Shares,Industrials,BLANK CHECKS,,6770.0,BLANK CHECKS,Banks,40208639.199999996
INUV,"Inuvo, Inc.",Communication Services,SERVICES-ADVERTISING,40165331.25,7310.0,SERVICES-ADVERTISING,Other,40165331.25
RCON,"Recon Technology, Ltd. Class A Ordinary Shares",Energy,"OIL & GAS FIELD SERVICES, NEC",38284282.5,1389.0,"OIL & GAS FIELD SERVICES, NEC",Other,40121928.06
TOON,"Kartoon Studios, Inc.",Communication Services,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,38839054.6885,7812.0,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,Other,40061457.9915
TRT,Trio-Tech International,Industrials,"SPECIAL INDUSTRY MACHINERY, NEC",36979717.5,3559.0,"SPECIAL INDUSTRY MACHINERY, NEC",Other,40025106.0
ACFN,"Acorn Energy, Inc. Common Stock",Industrials,SERVICES-ENGINEERING SERVICES,34889440.18,8711.0,SERVICES-ENGINEERING SERVICES,Other,39848599.660000004
YQ,17 Education & Technology Group Inc. American Depositary Shares,Industrials,,43638930.3,,,Other,39832695.0
ATMC,AlphaTime Acquisition Corp Ordinary Shares,Industrials,BLANK CHECKS,31576495.5,6770.0,BLANK CHECKS,Banks,39805521.6
PSIG,PS International Group Ltd. Ordinary Shares,Industrials,,35314111.8099,,,Other,39666181.8
GMM,Global Mofy AI Limited Class A Ordinary Shares,Industrials,,46510548.942,,,Other,39621192.36
HKIT,Hitek Global Inc. Class A Ordinary Share,Industrials,,46292995.120000005,,,Other,39554141.400000006
MSGY,Masonglory Limited Ordinary Shares,Industrials,,39047625.0,,,Other,39545500.0
WIMI,WiMi Hologram Cloud Inc. Class B Ordinary Shares,Industrials,,37423650.510000005,,,Other,39481308.269999996
FCO,"abrdn Global Income Fund, Inc.",Industrials,,39300665.44,,,Other,39435256.760000005
PSNY,"Gores Guggenheim, Inc. Class A Common Stock",Industrials,,1207996419.4799998,,,Other,39355251.5115
JUNS,"Jupiter Neurosciences, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,41655889.55,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,39246044.699999996
CNF,"CNFinance Holdings Limited American Depositary Shares, each representing two hundred (200) Ordinary Shares",Industrials,,37720188.0,,,Other,39228995.519999996
TVRD,"Tvardi Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,37713002.88,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,39214017.919999994
DTSQ,DT Cloud Star Acquisition Corporation Ordinary Shares,Industrials,BLANK CHECKS,96040711.0,6770.0,BLANK CHECKS,Banks,39091476.3
INLX,"Intellinetics, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,37893380.580000006,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,38968370.099999994
ELWT,"Elauwit Connection, Inc. Common Stock",Industrials,,45668950.0,,,Other,38868610.0
RYET,Ruanyun Edai Technology Inc. Ordinary shares,Industrials,,33075003.92,,,Other,38812504.599999994
PMEC,Primech Holdings Ltd. Ordinary Shares,Industrials,,39378436.675,,,Other,38802166.87
SKYE,"Skye Bioscience, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,41995273.91,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,38789527.81
USIO,"Usio, Inc. Common Stock",Financials,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",39459827.355,6099.0,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",Banks,38777131.379999995
JRSH,"Jerash Holdings (US), Inc. Common Stock",Consumer Discretionary,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,39369814.0,2300.0,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,Other,38734817.0
GLBS,Globus Maritime Limited,Industrials,,27580283.34,,,Other,38711191.7208
QNTM,Quantum Biopharma Ltd. Class B Subordinate Voting Shares,Industrials,,43551833.08,,,Other,38666088.440000005
SKBL,Skyline Builders Group Holding Limited Class A Ordinary Shares,Industrials,,35081428.44,,,Other,38534324.94
ZEO,Zeo Energy Corporation Class A Common Stock,Industrials,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,47570150.985,1700.0,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,Other,38453919.96
FOXX,Foxx Development Holdings Inc. Common Stock,Information Technology,COMPUTER COMMUNICATIONS EQUIPMENT,30512686.5,3576.0,COMPUTER COMMUNICATIONS EQUIPMENT,Other,38439707.67
XLO,"Xilio Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,39380496.0328,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,38325239.44
NXTC,"NextCure, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,46181847.5,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,38287225.0
NEON,Neonode Inc. Common Stock,Information Technology,"ELECTRONIC COMPONENTS, NEC",37929403.72,3679.0,"ELECTRONIC COMPONENTS, NEC",Other,38265062.16
APWC,Asia Pacific Wire & Cable Corp,Industrials,,35872234.98,,,Other,38243101.085
EDRY,EuroDry Ltd. Common Shares,Industrials,,37426033.6194,,,Other,38132142.53
NVNI,Nvni Group Limited Ordinary Shares,Industrials,,28593103.8,,,Other,38023811.72
FTHM,Fathom Holdings Inc. Common Stock,Real Estate,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),40488698.75,6531.0,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),Other,37897422.03
RYM,"RYTHM, Inc. Common Stock",Industrials,,39230307.12,700.0,,Other,37828509.52
BLIV,BeLive Holdings Ordinary Share,Industrials,,38026807.0,,,Other,37809510.96
LNZA,"LanzaTech Global, Inc. Common Stock",Materials,INDUSTRIAL ORGANIC CHEMICALS,27703379.04,2860.0,INDUSTRIAL ORGANIC CHEMICALS,Other,37773116.480000004
UONEK,"Urban One, Inc. Class D Common Stock",Communication Services,RADIO BROADCASTING STATIONS,36921120.1731,4832.0,RADIO BROADCASTING STATIONS,Other,37716814.593
IBIO,"iBio, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,26984769.6,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,37553804.36
DTST,Data Storage Corporation Common Stock,Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,32992775.200000003,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other,37191855.68
FATN,"FatPipe, Inc. Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,40380957.2,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,37178329.56
LIVE,Live Ventures Inc,Consumer Discretionary,RETAIL-MISCELLANEOUS RETAIL,28320668.32,5900.0,RETAIL-MISCELLANEOUS RETAIL,Other,37136321.04
NAAS,NaaS Technology Inc. American Depositary Shares,Industrials,,38272041.638,,,Other,37126601.6
KFFB,Kentucky First Federal Bancorp,Financials,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",34772874.5,6035.0,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",Other,36632818.95
RNTX,"Rein Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,40481028.28,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,36538070.98
VNRX,VolitionRX Limited Common Stock,Health Care,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,38228129.3636,2835.0,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,Other,36533467.67
PTN,"Palatin Technologies, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,28911421.5,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,36403191.5
IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,Industrials,,33644006.4,,,Other,36282752.0
ISPO,Inspirato Incorporated Class A Common Stock,Industrials,BLANK CHECKS,34352240.0,6770.0,BLANK CHECKS,Banks,36246665.0
CFND,C1 Fund Inc.,Industrials,,36675329.72,,,Other,36201663.099999994
USEG,U.S. Energy Corp. Common Stock (DE),Energy,CRUDE PETROLEUM & NATURAL GAS,34405143.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other,36192161.23
SURG,"SurgePays, Inc. Common Stock",Communication Services,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),41872495.45,4813.0,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),Other,36191302.6
HUIZ,Huize Holding Limited American Depositary Shares,Industrials,,33998501.120000005,,,Other,35915330.56
RMTI,"Rockwell Medical, Inc. (DE) Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,37785744.0878,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,35843062.6992
BZFD,"BuzzFeed, Inc. Class A Common Stock",Industrials,"COMMUNICATIONS SERVICES, NEC",33866606.9148,4899.0,"COMMUNICATIONS SERVICES, NEC",Other,35827461.8746
DYAI,"Dyadic International, Inc.",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",33835591.13,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,35825920.02
APLM,Apollomics Inc. Class A Ordinary Shares,Industrials,,32664623.52,,,Other,35815345.08
SWAG,"Stran & Company, Inc. Common Stock",Communication Services,SERVICES-ADVERTISING AGENCIES,36759197.58,7311.0,SERVICES-ADVERTISING AGENCIES,Other,35661908.1
GBIO,Generation Bio Co. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,35710864.7,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,35643485.71
SDST,Stardust Power Inc. Common Stock,Energy,PRIMARY SMELTING & REFINING OF NONFERROUS METALS,33675084.870000005,3330.0,PRIMARY SMELTING & REFINING OF NONFERROUS METALS,Other,35540468.58
SST,"System1, Inc.",Information Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",29830938.07,7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",Software,35439479.56
SNAL,"Snail, Inc. Class A Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,33217631.04,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,35433398.0196
BHM,"Bluerock Homes Trust, Inc.",Financials,REAL ESTATE INVESTMENT TRUSTS,38519943.2619,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,35211001.56
NXTT,Next Technology Holding Inc. Ordinary Shares,Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,27720555.24,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other,35150807.16
COHN,Cohen & Company Inc,Industrials,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",30314000.07,6211.0,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",Other,35118636.75
ZJYL,JIN MEDICAL INTERNATIONAL LTD. Ordinary Shares,Industrials,,40029093.47,,,Other,35113514.53
BEEM,Beam Global Common Stock,Information Technology,SEMICONDUCTORS & RELATED DEVICES,34443116.26,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors,35013996.64
AXIL,"AXIL Brands, Inc.",Energy,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",33788585.0,2844.0,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",Other,35004974.059999995
MGN,Megan Holdings Limited Ordinary Shares,Industrials,,33798375.0,,,Other,34937500.0
ZBAO,Zhibao Technology Inc. Class A Ordinary Shares,Industrials,,32136059.866176,,,Other,34880224.32
DSY,Big Tree Cloud Holdings Limited Ordinary Shares,Industrials,,44667598.68,,,Other,34726682.0376
RADX,Radiopharm Theranostics Limited American Depositary Shares,Industrials,,36577885.6,,,Other,34622860.68
RNXT,"RenovoRx, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,32479155.5592,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,34527885.8636
NTWK,"NetSol Technologies, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,35508292.75,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,34446583.0
ACCS,ACCESS Newswire Inc.,Industrials,SERVICES-MANAGEMENT CONSULTING SERVICES,31414867.12,8742.0,SERVICES-MANAGEMENT CONSULTING SERVICES,Other,34432551.4
GIFT,"Giftify, Inc. Common Stock",Consumer Discretionary,RETAIL-CATALOG & MAIL-ORDER HOUSES,33750665.17,5961.0,RETAIL-CATALOG & MAIL-ORDER HOUSES,Internet & Direct Marketing Retail,34369943.43
FLUX,"Flux Power Holdings, Inc. Common Stock",Industrials,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",35638025.45,3690.0,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",Other,34357617.35
MDBH,"MDB Capital Holdings, LLC Class A common",Financials,FINANCE SERVICES,34572735.120000005,6199.0,FINANCE SERVICES,Other,34167189.84
ZDGE,"Zedge, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,30819269.07,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,34070246.82
RMCO,Royalty Management Holding Corporation Class A Common Stock,Industrials,PATENT OWNERS & LESSORS,34520873.52,6794.0,PATENT OWNERS & LESSORS,Other,34066651.5
FGEN,"FibroGen, Inc",Health Care,PHARMACEUTICAL PREPARATIONS,35781961.025000006,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,33819920.199999996
YI,"111, Inc. American Depositary Shares",Industrials,,31462792.68,,,Other,33803000.4
HBIO,Harvard Bioscience Inc,Industrials,LABORATORY ANALYTICAL INSTRUMENTS,33408000.951,3826.0,LABORATORY ANALYTICAL INSTRUMENTS,Other,33737890.472
ZGM,Zenta Group Company Limited Ordinary Shares,Industrials,,27042241.31,,,Other,33714235.345
PETS,"PetMed Express, Inc.",Consumer Discretionary,RETAIL-DRUG STORES AND PROPRIETARY STORES,37197539.43,5912.0,RETAIL-DRUG STORES AND PROPRIETARY STORES,Pharmaceuticals,33624894.4
CPOP,"Pop Culture Group Co., Ltd Class A Ordinary Shares",Industrials,,37183936.8058,,,Other,33595006.809999995
MBBC,"Marathon Bancorp, Inc. Common Stock",Financials,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",33500268.0,6036.0,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",Other,33470881.8
LITB,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing twelve ordinary shares",Industrials,,35276190.67,,,Other,33448408.77
MOBX,"Mobix Labs, Inc. Class A Common Stock",Information Technology,SEMICONDUCTORS & RELATED DEVICES,29234225.55,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors,33234698.520000003
NTIP,"Network-1 Technologies, Inc.",Industrials,PATENT OWNERS & LESSORS,32175722.01,6794.0,PATENT OWNERS & LESSORS,Other,33088508.45
WCT,Wellchange Holdings Company Limited Class A Ordinary shares,Industrials,,36890885.5,,,Other,32917049.0
FARM,Farmer Bros Co,Consumer Staples,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,33699138.72,2090.0,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,Other,32835058.240000002
NMTC,NeuroOne Medical Technologies Corporation Common Stock,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,34989663.3962,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,32749684.945
OMCC,Old Market Capital Corporation Common Stock,Financials,SHORT-TERM BUSINESS CREDIT INSTITUTIONS,34222088.88,6153.0,SHORT-TERM BUSINESS CREDIT INSTITUTIONS,Other,32728267.540000003
BLBX,Blackboxstocks Inc. Common Stock,Materials,METAL MINING,26426553.34,1000.0,METAL MINING,Other,32722534.700000003
KLTO,"Klotho Neurosciences, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",32641524.9,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,32677793.261
BAFN,BayFirst Financial Corp. Common Stock,Financials,STATE COMMERCIAL BANKS,32469023.700000003,6022.0,STATE COMMERCIAL BANKS,Banks,32658083.838
CCEL,Cryo-Cell International Inc.,Health Care,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",32703909.0,8090.0,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",Other,32655578.1
ANL,Adlai Nortye Ltd. American Depositary Shares,Industrials,,50922369.84,,,Other,32472235.84
CPIX,Cumberland Pharmaceuticals Inc,Health Care,PHARMACEUTICAL PREPARATIONS,33054145.67,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,32455880.59
HIND,"Vyome Holdings, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,29012699.16,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,32342950.62
LNAI,Lunai Bioworks Inc. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,30227784.39,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,32334301.139999997
FATBB,FAT Brands Inc. Class B Common Stock,Consumer Discretionary,RETAIL-EATING PLACES,32290785.0,5812.0,RETAIL-EATING PLACES,Other,32290785.0
NHTC,Natural Health Trends Corp.,Industrials,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS,32121479.25,5190.0,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS,Other,32121479.25
ZKIN,"ZK International Group Co., Ltd Ordinary Share",Industrials,,34496202.28,,,Other,31964370.92
POCI,"Precision Optics Corporation, Inc. Common Stock",Health Care,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,35796212.64,3845.0,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,Other,31784568.12
AACG,ATA Creativity Global American Depositary Shares,Industrials,,34155395.575,,,Other,31772461.0
LGL,"The LGL Group, Inc.",Information Technology,"ELECTRONIC COMPONENTS, NEC",31751022.380000003,3679.0,"ELECTRONIC COMPONENTS, NEC",Other,31751022.380000003
APLT,"Applied Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,38124238.0708,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,31746148.28
PASG,"Passage Bio, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",28576602.9,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,31532803.2
CIF,MFS Intermediate High Income Fund,Industrials,,30880925.85,,,Other,31507495.36
PXS,Pyxis Tankers Inc. Common Stock,Industrials,,32086746.9,,,Other,31247877.7
MCRP,Micropolis Holding Company,Industrials,,46750518.98,,,Other,30736721.807
BTOC,Armlogi Holding Corp. common stock,Industrials,PUBLIC WAREHOUSING & STORAGE,26606922.7545,4220.0,PUBLIC WAREHOUSING & STORAGE,Other,30574103.5512
CREX,"CREATIVE REALITIES, INC.",Information Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,30189334.84,7373.0,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,Other,30504902.8
TBMC,Trailblazer Merger Corporation I Class A Common Stock,Industrials,BLANK CHECKS,28753405.1,6770.0,BLANK CHECKS,Banks,30286102.599999998
INTZ,Intrusion Inc New,Information Technology,COMPUTER COMMUNICATIONS EQUIPMENT,27742055.82,3576.0,COMPUTER COMMUNICATIONS EQUIPMENT,Other,30154408.5
ANTX,"AN2 Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,29046145.44,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,30142226.400000002
HYPD,"Hyperion DeFi, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,34334074.160000004,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,30123291.48
INTS,"Intensity Therapeutics, Inc. Common stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",23803745.6295,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,30122579.947499998
TC,Token Cat Limited American Depositary Shares,Industrials,,29371100.7996,,,Other,29772508.150799997
NTZ,"Natuzzi, S.p.A",Industrials,,26569439.8298,,,Other,29739444.3
KLXE,"KLX Energy Services Holdings, Inc. Common Stock",Energy,"OIL & GAS FIELD SERVICES, NEC",28541000.0,1389.0,"OIL & GAS FIELD SERVICES, NEC",Other,29611287.5
HSPO,Horizon Space Acquisition I Corp. Ordinary Shares,Industrials,BLANK CHECKS,30076967.34,6770.0,BLANK CHECKS,Banks,29572078.200000003
RECT,Rectitude Holdings Ltd Ordinary Shares,Industrials,,28420000.0,,,Other,29434999.999999996
GAUZ,Gauzy Ltd. Ordinary Shares,Industrials,,38985724.96,,,Other,29426725.09
NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares,Industrials,,34748203.23,,,Other,29402325.81
NOTE,"FiscalNote Holdings, Inc.",Industrials,"SERVICES-BUSINESS SERVICES, NEC",35661461.65,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,29377503.650000002
FCUV,Focus Universal Inc. Common Stock,Industrials,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",25292051.4,3823.0,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",Other,29315786.849999998
VNTG,Vantage Corp,Industrials,,29042986.25,,,Other,29198500.0
KPLT,"Katapult Holdings, Inc. Common Stock",Industrials,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",28835104.14,7359.0,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",Other,29067270.84
ELUT,Elutia Inc. Class A Common Stock,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",28737897.505000003,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,28951403.430000003
QCLS,"Q/C Technologies, Inc. Common Stock",Health Care,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,15042003.6,2835.0,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,Other,28750644.0
RLYB,Rallybio Corporation Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,27162746.682,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,28700420.0556
